text,label,responseLabel_media
"De saint-affrique added: “our ambitious plan to reduce methane emissions – in line with global methane pledges from 150 countries – is a commitment to build regenerative dairy. 
“this step change requires a collective effort. working with farmers, partners and governments, we have the power and duty to build farming models that benefit the climate and society, taking a step forward to tackling global warming together.”",Opportunity,positive
"The company also announced plans to remove carbon from the atmosphere through investments in projects that target the regeneration of critical natural ecosystems, such as restoring grasslands, mangroves, and healthy soils, which capture and store carbon.",Opportunity,positive
"Bmw indicated that it expects significant near-term growth in its ev sales, with a goal for fully-electric vehicles to reach 15% of total sales in 2023, up from slightly under 9% in 2022.",Opportunity,positive
"In a significant advancement towards its 2030 sustainability goals, chemical giant dupont announced today the achievement of several milestones towards fulfilling the company’s commitments related to per and polyfluoroalkyl substances (pfas).",Opportunity,positive
"Gerald a. michaud, president of horizon, said: “since our original commitment last year, nexii has made significant strides within the construction industry through its innovative, efficient and environmentally conscious building solutions, positioning it well to further expand its operations. we are excited to add to our support of nexii as it continues its strong growth trajectory.”",Opportunity,positive
"The doe said that the newly-funded initiatives will work to accelerate private-sector investment, spur advancements in monitoring and reporting practices for carbon management technologies, and provide grants to state and local governments to procure and use products developed from captured carbon emissions.",Opportunity,positive
"The monetary authority of singapore (mas), singapore’s central bank and integrated financial regulator, announced today the launch of a new sustainability group to steer sustainability efforts and expand the organization’s capabilities in the area. to lead the group, mas has appointed dr darian mcbain as chief sustainability officer.",Opportunity,positive
"The government of india announced the approval by cabinet of the national green hydrogen mission, its strategy to establish india as a major green hydrogen production hub, with plans to reach 5 million tonnes of production and spur nearly $100 billion of investment by 2030.",Opportunity,positive
"Nordea’s new climate and environment team will be led by peter sandahl, who has been serving as head of sustainability at nordea life & pension. sandahl has been appointed as head of climate and environment and deputy head of group sustainability.",Opportunity,positive
"Methane emissions represent 25% of danone’s full scope emissions, with approximately 70% of these attributed to fresh milk, and the remaining 30% by indirect dairy ingredients.",Risk,negative
"Jocelyn gaudi quarrell, ceo, go box, said: “we’re thrilled to be partnered with starbucks to ensure the borrow a cup program is a safe and sustainable choice for your favorite beverage.”",Opportunity,positive
"Longer term, the government will look to extend climate risk disclosure rules to smaller pension schemes, following an additional consultation.",Opportunity,positive
"Keryn james, ceo, erm, said: “the covid-19 pandemic and the global movement on racial justice have accelerated and enhanced the focus on esg risks and opportunities and the need for businesses to be more resilient and sustainable. boards and executive teams need to become more knowledgeable, proactive and effective on esg matters, from improving diversity within their companies, to linking executive pay to esg metrics. we are delighted to announce the acquisition of sustainalize which further strengthens our capabilities and capacity in being able to support clients in europe and beyond as they navigate these increasingly complex issues.”",Opportunity,positive
"Projects targeted by sustainable futures will include those that protect forests, reduce carbon emissions or increase resilience in landscapes from which it sources raw materials. the company identified two of its initial social ventures, including an ngo in india that will set up a sustainable, women-owned social enterprise to up-cycle multi-layered plastic packaging into board for multiple uses, and a venture with inmed aquaponics social enterprise (ase) in south africa, supporting agro-entrepreneurs in climate-smart food production.",Opportunity,positive
"Mario therrien, head of investment funds and external management at cdpq, said: “benson hill’s mission, focused on improving the sustainability and efficiency of the global agriculture and food supply chain, is aligned with cdpq’s conviction that performance and progress go hand in hand. as a company with deep technology expertise across the food and agriculture value chain, benson hill is well equipped to deliver more sustainable options to consumers while helping reduce the agri-food industry’s carbon footprint. we are delighted to support its growth while delivering returns for our clients.”",Opportunity,positive
"Mathworks said that the deal will help the company become carbon neutral this year. the company highlighted a series of other initiatives it has pursued to reduce its carbon footprint, including adopting renewable energy, improving building efficiency, supporting carbon removal projects, implementing ev chargers on-site, funding complimentary bike share programs for staff members, and participating in recycling and reforestation programs.",Opportunity,positive
"Alternative investment and private equity investor investcorp announced today that it has appointed habib abdur-rahman as its internal esg lead, responsible for overseeing the accelerated adoption of a standardized esg framework, including implementing and enhancing esg alignment across all business lines and geographies.",Opportunity,positive
"Governments can help ensure the development of sufficient skills and experience by encouraging colleges and universities to offer engineering, technology and project management courses to their students. in addition, governments should focus on developing formal learning programs and apprenticeships that focus on these skills. at the same time, companies will need to reskill employees by instating new internal mobility programs and blending digital academies with self-directed learning courses. examples include:",Opportunity,positive
"Diversity and inclusion pledges include increasing the representation of black americans in lilly’s u.s. workforce, doubling the company’s spend with african american suppliers and vendors over the next two years, and continuing to increase the number of women in management roles globally. lilly noted that at the end of 2020, women comprised 50% of the company’s global workforce.",Opportunity,positive
"Jamie dimon, chairman and ceo, jpmorgan chase & co., said: “systemic racism is a tragic part of america’s history. we can do more and do better to break down systems that have propagated racism and widespread economic inequality, especially for black and latinx people. it’s long past time that society addresses racial inequities in a more tangible, meaningful way.”",Opportunity,positive
"The sustainable futures initiative was launched with multi-year grant commitments of $1 million each to project scientist, and project drawdown. project scientist’s mission is to expose a diverse population of young girls to a high-quality stem curriculum that inspires confidence in their pursuit of learning. trane will support around 800 girls per year between the ages of 4 and 12, with trane employees mentoring girls and giving them a behind-the-scenes look at stem careers and workplaces. the collaboration with project drawdown, which aims to help the world reach the point at which levels of greenhouse gases in the atmosphere stop climbing and start to steadily decline, will support open access to climate education.",Opportunity,positive
"The new etf aims to track the msci global green building index, which includes companies involved in the design, construction, redevelopment, retrofitting or third-party certification of green-certified properties to effect climate change mitigation and adaptation.",Opportunity,positive
It is important to extend the scope of application to listed and unlisted companies with more than 250 employees and which exceed €40 million in turnover and/or a €20 million balance sheet total. a simplified reporting format should be proposed for listed and unlisted companies with between 250 and 500 employees.,Opportunity,positive
"Telecommunications and networking technology company nokia announced today new science-based emissions reduction targets, including a new commitment to reduce emissions by 50% across both its own operations and products in use by 2030, from a 2019 base year.",Opportunity,positive
"Calling the agreement a “major milestone for the conservation of our natural world,” wwf international director general marco lambertini welcomed the new framework, adding that “a shared global goal that will guide collective and immediate action to halt and reverse nature loss by 2030 is an exceptional feat for those that have been negotiating the global biodiversity framework, and a win for people and planet.”",Opportunity,positive
"Peter bakker, president and ceo, world business council and sustainable development (wbcsd), said: “electronics are omnipresent. far beyond just computers, monitors and phones, electronics are commonly found in everything from clothing to toys. as applications scale, they should be circular in design, production, use and recovery to create a nature, climate and people positive value chain. the circular electronics partnership embodies this ambition and can serve as the center of gravity for electronics circularity. wbcsd is proud to host the cep and we look forward to implementing the roadmap with our partners and the biggest companies in electronics.”",Opportunity,positive
The new initiative follows the announcement last week by lenovo of a goal to reach net zero greenhouse gas (ghg) emissions by 2050 across its value chain.,Opportunity,positive
"The pnc financial services group announced that is created the new role of chief corporate responsibility officer, assigning the position to richard k. bynum, as part of a series of new executive appointments. pnc also announced that it has promoted carole brown as head of the firm’s asset management group (amg).",Opportunity,positive
"The world food crisis has two faces. here in the united states, shoppers stare in disbelief at the rising price of milk, meat, and eggs. but elsewhere on the globe, as many as 81,000[6] people face famine conditions in parts of somalia as drought persists. in addition, humanitarian funding dwindles, and global food prices soar, partly thanks to the russia-ukraine war. in 2011, famine conditions were estimated to have killed a quarter of a million people in somalia.",Risk,negative
"Last year, microsoft unveiled a series of new targets to ramp the company’s use of clean energy, including the company’s “100/100/0” vision to have 100% of its electricity consumption, 100% percent of the time, matched by purchases from zero carbon energy sources , adding to the company’s prior commitment to use 100% renewable energy in its buildings and datacenters globally by 2025.",Opportunity,positive
"Executives from investment giants blackrock and state street were grilled by republican lawmakers on the texas senate committee on state affairs over their esg and climate-related stewardship, engagement voting and investment practices in a committee hearing on thursday.",Opportunity,negative
"Financial information services provider fitch group announced today the launch of its new, updated global diversity, equity, and inclusion (dei) strategy, including goals to increase the number of women in its global workforce, and ethnic minority representation in the us and uk.",Opportunity,positive
"Global investment firm invesco announced today the appointment of maximilian kufer as head of esg – private markets. in his new role, kufer will be responsible for the strategy and integration of esg into the firm’s real assets and private alternative strategies globally. kufer will also lead invesco real estate’s global esg+r committee.",Opportunity,positive
"According to principal, the company’s new commitments focus on the key aspects of accessing the power of its people by creating and supporting a work environment of integrity, respect, community, and trust, advancing inclusive products, services, and communities to meet more individuals and businesses where they are in their financial journey, and embedding sustainable practices in how the company goes to market and serves customers around the world.",Opportunity,positive
"The act accelerator was launched in april 2020 to accelerate development, production, and equitable access to covid-19 tests, treatments, and vaccines, in a collaborative partnership bringing together governments, scientists, businesses, civil society, and philanthropists and global health organizations, including the bill & melinda gates foundation, cepi, find, gavi, the global fund, unitaid, wellcome, the who, and the world bank.",Opportunity,positive
"Commenting on the company’s new commitments, hp’s chief diversity officer lesley slaton brown said: “the covid-19 pandemic, combined with the murder of george floyd and so many others whose lives were needlessly cut short, sparked a long-overdue reckoning with the systemic inequities that afflict our communities. we’re committed to turning the tragedies and challenges of the past year into a force for meaningful change. we will not turn a blind eye to the forces of racism, discrimination and inequity that hold so many back from reaching their potential, and we will not rest until everyone, everywhere has access to the opportunities they deserve.”",Opportunity,positive
"Jpmorgan chase announced today the appointment of ben ratner to the position of executive director, sustainability. ratner joins the firm following ten years at environmental sustainability-focused group environmental defense fund (edf), where he led the edf+business energy transition team, blending business and policy solutions in collaboration with the world’s leading investors and energy companies.",Opportunity,positive
"Charlie oshman, ceo and co-founder of pragmic technologies, said: “dv01’s market-leading client base, expertise, and infrastructure makes them the ideal partner to revolutionize the agency market. with our combined resources, we will provide unmatched market transparency and quickly develop a dominant agency mbs business line to complement dv01’s non-qm, consumer unsecured and student loan coverage.”",Opportunity,positive
"Netflix outlined several initiatives it will pursue towards the achievement of its net zero goal. these include commitments to reduce scope 1 and 2 emissions by 45% by 2030, in line with sbti guidance, and setting a new target to neutralize emissions that it can’t avoid – including scope 3 emissions – by investing in projects that prevent carbon from entering the atmosphere, starting with conserving at-risk natural areas like tropical forests.",Opportunity,positive
"The financing will enable the construction of large-scale solar pv projects in the uk and the netherlands, supporting at least 1 gw of capacity.",Opportunity,positive
"Yngve ruud, member of the management board of kuehne+nagel, responsible for air logistics, said: “the first zero emission route marks the beginning of our journey into co2 neutral air freight and is another step towards achieving complete carbon neutrality by 2030. at kuehne+nagel, we are ready to take leadership and responsibility for the next generation of air transport and encourage our customers and industry colleagues to join us in making sustainable choices available.”",Opportunity,positive
"Air france klm martinair cargo announced the launch of program last month, in a first for the world airfreight industry, aimed at enabling freight forwarders and shippers to participate in reducing co₂ emissions of the aviation sector. the saf program enables shippers and forwarders to operate flights with a percentage of saf, with customers determining their own level of engagement and air france klm cargo ensuring that customers’ entire investment is used for sourcing saf. customers receive a third-party audited report, justifying the purchased volume of saf in relation to traffic and indicating the reduction in co₂ emissions achieved.",Opportunity,positive
"Hydrogen is viewed as one of the key building blocks of the transition to a cleaner energy future, given its ability to act both as a clean energy carrier and fuel, as well as a co2-neutral feedstock for the production of green chemicals. despite being the most abundant element in the universe, however, there are no pure hydrogen deposits on earth, and it must be extracted from other materials. the extraction process often creates pollutants and ghg emissions. green hydrogen, on the other hand, uses an electrolysis process to extract hydrogen from water, using a renewable source of energy such as wind or solar, with oxygen released as a byproduct.",Opportunity,positive
"The wbcsd is a global, ceo-led organization of over 200 leading businesses, representing combined revenue of more than usd $8.5 trillion and 19 million employees, working together to accelerate the transition to a sustainable world. according to wbcsd, the new pathfinder initiative is being introduced to help address key challenges that companies face in their decarbonization efforts, including a lack of consistent methodology to calculate and allocate ghg emissions, a lack of accurate and granular product-specific data on ghg emissions, and complex value chains with only limited inter-organizational emissions data exchange.",Opportunity,positive
"In her new role, weldon will be responsible for further integrating esg considerations into the partner capital’s decision making, leading targeted engagements with asset managers to ensure that they fully and effectively incorporate esg drivers into their investment decisions, as well as building impact investment portfolios and taking over responsibility for measuring the impact that those investments have on the planet and society. weldon will report to euan finlay, partner and chair of the firm’s responsible investment committee, and stan miranda, founder and chairman.",Opportunity,positive
"Prathibha rajashekhar, senior vice president, private brands and sourcing, sam’s club, said: “the sam’s club member is at the center of everything we do, so as we continue to evolve the member’s mark brand, we intend to develop items that are reflective of the ingredients, processes and materials they want – and don’t want – in their products. now, as we introduce new member’s mark items and renovate existing ones, we are making decisions that not only focus on quality, innovation and value, but on the impact we are making on the world around us.”",Opportunity,positive
"The ngo also highlights proxy voting practices as a key test of investors’ commitment to environmental and social goals. in the report, shareaction states: “proxy voting policies form the backbone of an effective stewardship approach: they dictate voting outcomes as well as communicate an investors’ expectations and red lines for investee companies. voting policies should therefore provide clear and comprehensive breakdowns of voting approaches across esg topics, whether in favour of shareholder proposals or against traditional governance resolutions.”",Opportunity,positive
"According to a government estimate, the new mandate will result in cumulative greenhouse gas emissions reductions of 430 million tonnes between 2026 and 2050.",Opportunity,positive
"Paolo romanacci, head of enel north america’s renewable energy business, enel green power, said: “the renewables market is ripe for growth and we’re continuing to see increasing interest from companies to support new renewable energy projects. we’re proud to support forward-thinking companies, like mathworks, that are leveraging ppas to meet their emission reduction goals and benefit from stable energy prices.”",Opportunity,positive
"New york’s cap-and-trade initiative also aims to catalyze a nationwide move towards carbon pricing, according to the statement, with the program to be designed with the capacity to join other current or future programs.",Opportunity,positive
"While scaling green hydrogen production to 5 million tonnes and associated additional renewable energy capacity by 125 gw by 2030, the government also anticipates that the strategy will result in over rs8 lakh crore (us$97 billion) in total investments, and the creation of over 600,000 jobs by that time.",Opportunity,positive
"The company also announced a new near-term goal to source 10% of its global plant’s total energy requirements with solar energy by 2022, representing a 5x increase over 2020 levels. the company stated that the new goal contributes to parent company pepsico’s goals to transition to 100% renewable energy by 2030, and achieve net-zero emissions by 2040.",Opportunity,positive
"Plans for the new jv, tentatively named l-h battery company, inc., were unveiled by the companies last year, following the release of aggressive electrification goals by honda for its vehicle fleet, including targets to make battery-electric and fuel cell electric vehicles represent 100% of its vehicle sales by 2040, progressing from sales of 40% by 2030 and 80% by 2035 in all major markets, including north america.",Opportunity,positive
"Anne simpson, chair of climate action 100+ steering committee, climate action 100+ and managing investment director, board governance & sustainability at calpers, said: “investors are no longer standing on the sidelines. this is a day of reckoning. the votes for change by climate action 100+ signatories show the sense of urgency across the capital markets. climate change is a financial risk and as fiduciaries, we need to ensure that boards are not just independent and diverse, but climate competent.”",Opportunity,positive
"While eurosif stated that that it is necessary to clarify that the duty of care of directors involves balancing the interests of different stakeholders, it warned that eu-level legislation defining these duties may not be the most effective approach. in its response, eurosif suggested: “a more effective approach… may be to ensure that board of directors/supervisory boards are setting the right incentives in remuneration packages, to ensure particularly that variable remuneration of directors is aligned with the right sustainability objectives and the right time-horizons.”",Opportunity,negative
"Cindy wang, tfs group vice president, said: “tfs green bonds support the sale of environmentally friendly toyota vehicles and provide an appealing option for socially-conscious investors, our latest green bond has our most rigorous eligibility criteria yet, demonstrating our commitment to continuous improvement in this space.”",Opportunity,positive
"Alice carr, jpmorgan chase head of community development banking, said: “supporting these affordable housing developments that provide a safe and stable place to live is only one part of contributing to a thriving neighborhood.”“we also invest in vital institutions like hospitals, grocery stores and daycare centers that help improve the recovery of entire underserved communities.”",Opportunity,positive
"Decarbonizing the transportation sector will play a central role in achieving these goals, with land, air and sea travel and transport responsible for around a third of the u.s.’ domestic ghg emissions.",Opportunity,positive
"Global commodities trading company trafigura announced today a new commitment to purchase at least 50,000 tons of carbon dioxide removal credits by the end of 2030, joining an initiative aimed at supporting the development of the co2 removal market and solutions.",Opportunity,positive
"Loop is an initiative launched by waste management and recycling company terracycle. the platform enables consumers to shop for products in durable packaging that is used, cleaned, refilled and used again, and then fully recyclable after 20 to 100 uses. since its founding in 2019 by terracycle, loop has enlisted over well over 100 brands globally, and currently offers more than 400 products.",Opportunity,positive
"Italian energy company eni announced today the completion of a €2 billion sustainability-linked bond (slb) issuance, its first slb offering dedicated to retail investors in italy, with cost of debt tied to the company’s renewable energy and decarbonization goals.",Opportunity,positive
"Impact investment management firm triodos investment management announced today that it has appointed hans stegeman to lead the firm’s new investment strategy division, in the new role of chief investment strategist.",Opportunity,positive
"Adams said: “that’s zero emissions for over 100,000 vehicles on our city streets. and it will be achieved with no new costs for individual drivers. we’re pleased that both companies are embracing this shift, and we look forward to working with them to get it done.”",Opportunity,positive
"Responsible investment ngo shareaction is leading a campaign with a group of institutional investors representing $2.4 trillion in assets under management, alongside other individual investors, targeting hsbc for more action on climate change. the group announced the filing of a resolution at hsbc, calling on the global banking and financial services company to publish a strategy and targets to reduce its exposure to fossil fuel assets.",Opportunity,negative
"According to the university, in order to meet environmental sustainability requirements for the bonds, stanford demonstrated efforts both for buildings and infrastructure and in broader policies and plans that together accelerate the university’s transition to net-zero greenhouse gas emissions by 2050. these initiatives include the launch of a new school, announced last year, focused on climate and sustainability, drawing on expertise across academic units, and aligning efforts around research, education and impact.",Opportunity,positive
"Hvac and climate control solutions company trane technologies announced today the launch of its sustainable futures strategy, with initiatives aimed at providing access to science, technology, engineering and math (stem) and climate education to under-represented students, including children from low-income and underdeveloped communities.",Opportunity,positive
"According to the ngo, a similar proposal was filed with kfc, pizza hut and taco bell parent company yum! brands, and subsequently withdrawn after the company committed to disclose the systemic costs of antibiotic use.",Opportunity,positive
"Ici president and ceo eric j. pan, said: “we’re taking this important step now to ensure that fund managers have access to decision-useful esg-related information that is consistent and high quality. encouraging companies to report using widely accepted disclosure frameworks will help improve the quality and, ideally, the quantity of comparable esg data. moving in this direction should also aid policymakers in the united states and abroad as they consider action on esg-related issues.”",Opportunity,positive
"The plastic waste coalition of action, a ceo-led coalition of 36 leading consumer goods and retail companies under the consumer goods forum (cgf) announced today the initial advances made by the initiative to reduce waste from plastic packaging. the coalition, representing shared revenue of more than 1 trillion euros and representing more than 10% of the global plastic packaging market, was founded earlier this year, building on the cgf’s 2018 endorsement of the ellen macarthur foundation’s new plastics economy global commitment.",Opportunity,positive
"To prevent this, governments must make a long-term commitment to a green energy source such as hydrogen or nuclear. this will give investors more confidence about future investments in green energy infrastructure projects, as they will have a higher degree of certainty that the government is committed to introducing this energy source as a long-standing policy initiative.",Opportunity,positive
"Sandra odendahl, senior vice president and head, sustainability and diversity, bdc, said: “we know canadian firms want to be agents for good and value the competitive business advantages it offers, but they don’t always have the knowledge, tools, or capital to make it happen. our role as a development bank is to give them those tools, with a goal of creating more sustainable businesses and a stronger, greener, and more inclusive canadian economy in the process.”",Opportunity,positive
"Investors in the financing included private equity fund included private equity funds, impact investors and manufacturers, including altor fund v, ane & robert maersk uggla, bilstein group, eit innoenergy, exor, fam, imas foundation, kingspan, marcegaglia, mercedes-benz ag, scania, sms group, stena metall finans, cristina stenbeck, daniel ek, and vargas. investors including mercedes-benz and scania have already unveiled plans to source green steel from h2gs.",Opportunity,positive
"Vusal najafov, co-head of csi, added: “the fundamental environment for esg-focused investments is quite attractive, and the level of innovation and disruption has tremendous velocity. furthermore, the gap between data-driven business models and the rest continues to expand. key to understanding a sector in such extreme forward motion, csi actively utilizes technology and data analytics in all phases of the investment process from sourcing to portfolio management. csi is actively looking to utilize its data analytics software platform to help companies create value.”",Opportunity,positive
"Established in 2000, and acquired by s&p dow jones indices in 2016, trucost provides data services to assess risks relating to climate change, natural resource constraints, and broader environmental, social, and governance factors.",Opportunity,positive
"A federal judge in san francisco last year said liu could not prove that uber's system had a discriminatory impact on non-white drivers, citing a lack of statistical evidence, and dismissed his proposed class action.",Risk,negative
None of these steps are easy. stakeholder engagement will have to be deeper and more frequent than it currently is at most companies. the different types of knowledge needed will require multi-disciplinary teams. organizational silos will need to be broken down or connected. comp and incentive programs will need to incorporate esg. and boards and senior management will have to expand their thinking about what drives long-term value and builds a strong company.,Opportunity,negative
"Bmw announced its new goal at the company’s annual general meeting, where it highlighted several other related sustainability initiatives it is pursuing. these include a renewed focus on circular economy measures to reduce resource consumption in the production of vehicles, while increasing the use of recycled materials, and taking account of end-of-life material reuse capability in vehicle design. additional sustainability measures include reducing the carbon footprint of high voltage batteries, supply chain emissions reductions, and a goal to have 50% of global vehicle sales be fully electric by 2030.",Opportunity,positive
"Building materials giant lafarge announced today that it has joined forces with a group of other european companies to build an industrial-scale carbon capture plant. lafarge zementwerke signed an mou, together with omv, verbund and borealis for the planning and construction by 2030 of a full-scale plant that will capture co2 and process it into synthetic fuels, plastics or other chemicals.",Opportunity,positive
"Norfolk southern chief marketing officer alan shaw said: “as part of the pledge, norfolk southern will work to achieve zero loss of plastic resin into the environment. we are developing an extensive education campaign to raise awareness among our employees and we will increase our scrutiny to make sure the hopper cars we transport are properly secured and sealed.“freight rail plays an important role in the chemical and plastics industry, and with that comes a duty to support the industry in its efforts to promote environmental responsibility.”",Opportunity,positive
"Stephanie bilo, chief client & investment solutions officer at responsability said: “this successful start to the fundraise comes on the back of the track record of our first fund, which is showing a strong performance as well as delivering high impact, changing the lives of millions of small holder farmers across asia, and implementing sustainable agricultural practices on hundreds of thousands of hectares of land.”",Opportunity,positive
Lyondellbasell stated that the new launch marks a step in the company’s sustainability goal of producing and marketing two million metric tons of recycled and renewable-based polymers annually by 2030.,Opportunity,positive
"Abel joins mirova, a subsidiary of natixis investment managers, after working on the executive committee of natixis affiliate ostrum asset management, where he has been serving as chief business development officer since 2020. he has also held senior positions including head of business development at la banque postale asset management, global head of marketing at candriam, and global head of marketing and communications at amundi.",Opportunity,positive
"The company highlighted the sustainability achievements it has made since launching the plan in 2010, including reaching 75% responsibly sourced coffee, improving coffee economics in countries including mexico, côte d’ivoire, honduras and vietnam, reducing scope 1 and 2 ghg emissions by 46%, and reducing direct water withdrawal per unit of soluble coffee by 53%, among others.",Opportunity,positive
"The framework includes two sustainability performance targets (spts), based on 2025 goals recently announced by the company. these include reaching more than 50% of revenues from smoke-free products (compared to 23.8% in 2020), and making smoke-free products available for sale in 100 markets (compared to 64 at the end of 2020) by 2025.",Opportunity,positive
"The deal marks the third recent esg-focused acquisition by accenture, following the acquisition of uk-based sustainability consultancy avieco and sustainability-focused engineering and advisory consultancy greenfish last month.",Opportunity,positive
"John melby, ceo, xpansiv, said: “evolution markets brings a world-class team of professionals with the same level of focus and dedication to enabling the energy transition and delivering client successes that we strive for every day. we are excited to work with them and our clients to build the future of environmental markets. our disciplined acquisition strategy is made possible through the backing of top-tier strategic investors, who share our belief in the environmental markets’ important role addressing the climate crisis.”",Opportunity,positive
"In november, the government published its sovereign green bonds framework, outlining eligible use of proceeds from green bond issuances, as well as project selection and evaluation, management of proceeds, and reporting obligations. the framework includes a broad range of eligible green project categories, including renewable energy, energy efficiency, clean transportation, climate change adaptation, sustainable water and waste management, pollution prevention and control, green buildings, sustainable management of living natural resources and land use, and terrestrial and aquatic biodiversity conservation.",Opportunity,positive
"Investments will include €127 million for nature and biodiversity projects, €96 million clean energy transition projects, €86 million for environment and resource efficiency projects supporting the eu’s circular economy action plan, and around €67 million for climate action-focused projects, including climate adaptation and mitigation initiatives.",Opportunity,positive
"Gebald said: “on climeworks’ journey to gigaton scale, providing our first corporate customers with cdr services is an exciting milestone we’re proud to reach with the rigorous validation of a certifying 3rd party. it demonstrates we want to do the right things but also do them the right way.”",Opportunity,positive
"Automotive manufacturer bmw group reduced its eu fleet-wide co2 emissions by more than 9% in 2022, according to preliminary emissions intensity estimates released by the company today.",Opportunity,positive
"Under the new agreement, shell will produce renewable-based surfactants – an ingredient in cleaning products that help lather and lift dirt – in north america for use in henkel’s laundry product brands including persil, purex and all. the renewable feedstocks will be combined with fossil feedstocks using a mass balance approach, in which shell will attribute the total tonnes of renewable feedstocks used in the process solely to henkel. the mass balance approach will be verified by an independent third party.",Opportunity,positive
"Additionally by 2030, the bank expects a total of up to є1 billion in early-stage capital to be allocated to accelerate the transition to a decarbonized energy economy.",Opportunity,positive
"Bill daley, vice chairman of public affairs at wells fargo, said: “wells fargo’s first sustainability bond is intentionally designed to support job creation and human and health services in minority communities, housing affordability for low-to-moderate income individuals and families, and the development of renewable energy resources. the focus on capital investment in moderate- and low-income, predominantly minority areas, and our partnership with diverse firms in the offering of this sustainability bond underscores wells fargo’s commitment to supporting historically marginalized communities, which have been some of the hardest hit by covid-19 and the impacts of climate change.”",Opportunity,positive
"In the foreword to the cdp report, carine smith ihenacho, chief governance and compliance officer at norges bank investment management, said: “responsible investment is a key priority for the fund as it supports the long-term economic performance of our investments, and reduces financial risks associated with the environmental and social practices of companies in our portfolio. water scarcity and pollution can pose business risks, and the way water is managed by companies can influence their profits. but it can also affect the profits of other companies we invest in that are dependent on the same sources of water.”",Opportunity,positive
"The projects are expected to stimulate more than $2.7 billion in private investment and create over 3,000 short- and long-term jobs across the state. according to governor hochul, through the newly awarded projects, developers have committed nearly $86 million in investments in disadvantaged communities throughout the state, including occupational apprenticeships, scholarship programs, and summer camps for supporting local disadvantaged communities.",Opportunity,positive
"Specifically, the proposed rule indicates that voting cannot be used to pursue non-pecuniary objectives. the proposal states: “a fiduciary’s exercise of voting rights (or other shareholder rights) must be performed solely for the plan’s economic interests, which under no circumstances may be subordinated to non-pecuniary goals. accordingly, the use of plan assets for purposes other than enhancing the value of the plan’s investments—through proxy voting or otherwise— violates the fiduciary duties of loyalty and care under erisa.”",Risk,negative
"To address the key environmental challenge of e-waste, the company intends to construct “microsoft circular center.” according to microsoft, the company’s datacenters currently use 3 million servers and additional related hardware, with average lifespans of 3 years. the new circular centers will reuse and repurpose servers and hardware in the company’s datacenters. microsoft stated that it expects the centers to increase the reuse of servers and components by up to 90 percent by 2025.",Opportunity,positive
"Henry fernandez, chairman and chief executive officer, said: “over the past several years, msci has experienced tremendous growth and change. the senior leadership changes demonstrate our ability to adapt, transform and capitalize on our momentum to drive growth, scale our business and operations, and deliver extraordinary value to our clients and shareholders.”",Opportunity,positive
"Under the new virtual purchase power agreement (vppa), mathworks will purchase approximately 50,000 megawatt-hours (mwh) of wind electricity and associated renewable energy certificates (recs) annually, generated from enel’s 25 mile creek wind project in ellis county, oklahoma.",Opportunity,positive
The seed financing round was led by molex ventures and hyperwise ventures.,Opportunity,positive
"Lamb added: “some of the world’s thirstiest companies are already innovating by reusing water in creative ways, developing water-smart products, and remodelling their strategies to adapt to the water crisis. we can turn this situation around, but we need much more transformative action. as investors pay closer attention to companies’ management of water risks, cdp is calling for all companies to develop ambitious targets to reduce water withdrawals and eliminate water pollution, including net-zero water targets. companies must take bold action now to transform their business models.”",Opportunity,positive
"Fabienne dulac, orange’s executive vice-president and ceo of orange france said: “reducing our environmental footprint is a major part of orange’s strategy. by 2025, the group plans to reduce 30% of its direct co² emissions compared to 2015 and reach an electricity mix made up of 50% renewable energy. signing this agreement with engie is extremely important in this regard; it illustrates our desire to be a major player in the field of power purchase agreements in france. we are proud to contribute to the country’s energy transition and also proud of the economic development of the regions where new solar power facilities will be built.”",Opportunity,positive
"Under the new collaboration, the companies will work together to develop solar projects, and provide panels and engineering, procurement and construction (epc) services to projects that microsoft has contracted through power purchase agreements. the companies estimate the projects will require at least 2.5 gw of solar panels and epc services.",Opportunity,positive
"Stephen sidwell, co-founder and chief executive officer of nexii, said: “we are very thankful for horizon and trinity’s continued partnership with nexii. our revolutionary green building solutions are enabling us to win new projects with some of the largest global brands, and with horizon and trinity’s expanded support, we are well situated for continued growth and to deliver our sustainable construction technology worldwide.”",Opportunity,positive
"Companies have always been accountable to their stakeholders. shareholder value has been at the center of accountability for decades now. but the long term success of every company has always also been dependent on the ability to recruit and retain talent, to build brand identification, to maintain the social license to operate and to build resilient relationships with customers and communities. investors, talent, customers and communities today want to work for, buy from, invest in and associate with companies that align with their personal values. today, particularly among people in their 30s and younger, the quality of a product or of a company includes environmental sustainability and economic justice. an effective approach to environment, social and governance (esg) issues is a core part of the value chain.",Opportunity,positive
"Lowercarbon capital founding and general partner, clay dumas, said:
“sublime’s technology has cracked the code for low-carbon cement. we review countless investment proposals and sublime’s decarbonized cement offers many advantages over competitors not only for emissions reduction potential, but also for ability to deploy. the team has a clear path towards commercialization and is set up to execute and scale.”",Opportunity,positive
